,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist
50,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,Better,Haley Reinhart,5cKlE8f6b26h61Ml7m052Q,['idol'],173174,76,False,0.41,0.0485,0,-13.918,1,0.038,0.947,0.0,0.108,0.247,137.97,Life_Sucks
51,Little Things,0TAmnCzOtqRfvA38DDLTjj,Take Me Home (Expanded Edition),One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",219040,76,False,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,Life_Sucks
52,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,The Thrill Of It All (Special Edition),Sam Smith,2wY79sveU1sp5g7SokKOiI,"['dance pop', 'pop', 'uk pop']",201000,76,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,Life_Sucks
53,Who (feat. BTS),2qG81jL9UIP54uS8gYyP4k,~how i'm feeling~,Lauv,5JZ7CnR6gTvEMKX4g70Amv,"['electropop', 'pop']",180413,76,False,0.632,0.339,11,-7.983,0,0.0337,0.546,0.0,0.104,0.0969,141.642,Life_Sucks
54,Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,÷ (Deluxe),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",221106,76,False,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,Life_Sucks
55,hate u love u,6ATgDc6e4sPn84hvJsAmPt,hate u love u,Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",175466,76,False,0.407,0.416,6,-8.915,0,0.174,0.656,0.0,0.0981,0.246,176.947,Life_Sucks
56,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,glisten,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,"['electropop', 'pop']",169973,75,True,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,Life_Sucks
57,Liability,6Kkt27YmFyIFrcX3QXFi2o,Melodrama,Lorde,163tK9Wjr9P9DmM0AVK7lm,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",171727,75,False,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,Life_Sucks
58,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,Chapters,James TW,0B3N0ZINFWvizfa8bKiz4v,"['neo mellow', 'pop', 'pop rock', 'uk pop']",216560,75,False,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,Life_Sucks
59,When We Were Young,7GgWAITsYJaRM3r50rfh5w,25,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",290900,75,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,Life_Sucks
60,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,Breach,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']",182160,75,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,Life_Sucks
61,Malibu Nights,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,49tQo2QULno7gxHutgccqF,"['la pop', 'pop']",286928,75,False,0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,Life_Sucks
62,sex money feelings die - slowed version,0dkvbYmXYEPK7gGMdytmfI,sex money feelings die (slowed version),Lykke Li,6oBm8HB0yfrIc9IHbxs6in,"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",168810,75,True,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,Life_Sucks
63,Breakeven,285hMzLhJwHVLe9QT9qilk,The Script,The Script,3AQRLZ9PuTAozP28Skbq8V,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'uk pop']",261426,75,False,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,Life_Sucks
64,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,25,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",285935,75,False,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,Life_Sucks
65,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,Continuum,John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']",242000,75,False,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,Life_Sucks
66,Marvins Room,047fCsbO4NdmwCBn8pcUXl,Take Care (Deluxe),Drake,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",347226,75,True,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,Life_Sucks
67,Trouble,0R8P9KfGJCDULmlEoBagcO,Parachutes,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",273426,74,False,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,Life_Sucks
68,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,The Pains Of Growing,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",227693,74,False,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,Life_Sucks
69,Heal,4KlL5Bwlm4yHYxr0B2rHci,Long Way Down (Deluxe),Tom Odell,2txHhyCwHjUEpJjWrEyqyX,"['chill pop', 'pop']",193080,74,False,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,Life_Sucks
70,Unsteady,7lGKEWMXVWWTt3X71Bv44I,VHS,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",193546,74,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,Life_Sucks
71,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",275280,74,False,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,Life_Sucks
72,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,30,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",376169,75,False,0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,Life_Sucks
73,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf,The Script,The Script,3AQRLZ9PuTAozP28Skbq8V,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'uk pop']",241373,75,False,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,Life_Sucks
74,prom dress,2xCGBWfzTe8l2kvHpgvB6M,the masquerade,mxmtoon,0HthCchcL0kVLHTr113Vk1,"['bedroom pop', 'indie pop', 'pop']",197933,74,False,0.56,0.674,10,-6.048,1,0.0446,0.698,0.0,0.123,0.421,119.942,Life_Sucks
75,Rise Up,0tV8pOpiNsKqUys0ilUcXz,Cheers to the Fall,Andra Day,1c4rxrxy8eDLvMVL1DTiBe,"['neo soul', 'r&b']",253342,74,False,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,Life_Sucks
76,Sorry,44n97yHySt0Z9rqPaXgjCK,hopeless fountain kingdom (Deluxe),Halsey,26VFTg2z8YR0cCuwLzESi2,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",220540,74,False,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,Life_Sucks
77,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,folklore,Taylor Swift,06HL4z0CvFAxyc27GXpf02,['pop'],190898,74,False,0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,Life_Sucks
78,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,lovestrong.,Christina Perri,7H55rcKCfwqkyDFH9wpKM6,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",246587,74,False,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,Life_Sucks
79,To Be So Lonely,5JiH89mHrv9oWHlD0T326z,Fine Line,Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop'],192080,73,False,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,Life_Sucks
80,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,Daylight,Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop'],163905,73,True,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,Life_Sucks
81,Skinny Love,3B3eOgLJSqPEA0RfboIQVM,"For Emma, Forever Ago",Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,"['eau claire indie', 'indie folk', 'melancholia']",238520,73,False,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,Life_Sucks
82,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,Mansion,NF,6fOMl44jA4Sp5b9PpYCkzz,"['hip hop', 'pop rap', 'rap']",270453,73,False,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,Life_Sucks
83,One More Light,3xXBsjrbG1xQIm1xv1cKOt,One More Light,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",255066,73,False,0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,Life_Sucks
84,Somebody Else,5hc71nKsUgtwQ3z52KEKQk,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'rock']",347520,73,True,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,Life_Sucks
85,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4LloVtxNZpeh7q7xdi1DQc,Where the Light Is: John Mayer Live In Los Angeles,John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']",263573,73,False,0.315,0.296,5,-13.262,1,0.0315,0.771,0.0,0.702,0.435,173.509,Life_Sucks
86,feel like shit,2EBnvom1dTybtm75a3Xh1T,feel like shit,Tate McRae,45dkTj5sMRSjrmBSBeiHym,"['pop', 'uk pop']",204314,72,True,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,Life_Sucks
87,Turning Page,2kfGoV9a5dbSKCNmUWH2ZF,Turning Page,Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,"['ambient worship', 'chamber pop', 'pop']",255893,72,False,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,Life_Sucks
88,Violent,7CFfqRW50ffULvBv7lfIIg,Violent,carolesdaughter,2hiq2iBnUik3mrOfEgRSpB,"['alt z', 'indie pop', 'viral rap']",135877,72,False,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,Life_Sucks
89,Waiting For Never,753lkDSNs2u188xbl8Vrnx,Twelve Carat Toothache (Deluxe),Post Malone,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'rap']",196986,72,True,0.593,0.834,10,-3.738,1,0.0424,0.115,0.0,0.191,0.555,151.944,Life_Sucks
90,Skinny Love,4RL77hMWUq35NYnPLXBpih,Birdy,Birdy,2WX2uTcsvV5OnS0inACecP,"['pop', 'uk pop']",201080,72,False,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,Life_Sucks
91,All I Ask,05TOt5Vz4StdjMpEdFPlvB,25,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",271800,72,False,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,Life_Sucks
